"","ID","name","genre","editor","dev","year","platform","period","link","addon"
"2130",736,"Rebel Charge at Chickamauga","stratégie","Strategic Simulations, Inc.","Strategic Simulations, Inc.","1987","atari 8-bit","guerre de sécession","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rebel-charge-at-chickamauga.php","games"
"2131",736,"Rebel Charge at Chickamauga","stratégie","Strategic Simulations, Inc.","Strategic Simulations, Inc.","1987","c64","guerre de sécession","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rebel-charge-at-chickamauga.php","games"
"2132",736,"Rebel Charge at Chickamauga","stratégie","Strategic Simulations, Inc.","Strategic Simulations, Inc.","1987","dos","guerre de sécession","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rebel-charge-at-chickamauga.php","games"
"2133",737,"Red Ace","simulation","Small Rockets","Fiendish Games","2000","windows","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redace/Red-ace.php","games"
"2134",738,"Red Ace Squadron (addon)","simulation","Small Rockets","Small Rockets","2001","windows","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redace/Red-ace-squadron.php","addon"
"2135",739,"Red Baron","simulation","Sierra","Dynamix","1990","amiga","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redbaron/Red-baron.php","games"
"2136",739,"Red Baron","simulation","Sierra","Dynamix","1990","dos","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redbaron/Red-baron.php","games"
"2137",739,"Red Baron","simulation","Sierra","Dynamix","1990","mac","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redbaron/Red-baron.php","games"
"2138",740,"Red Baron II","simulation","Sierra","Dynamix","1997","windows","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redbaron/Red-baron-2.php","games"
"2139",741,"Red Baron 3d","simulation","Sierra","Dynamix","1999","windows","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redbaron/Red-baron-3d.php","games"
"2140",742,"Red Dead Redemption","action-aventure","Take Two Interactive","Rockstar San Diego","2010","ps3","western","http://www.histogames.com/HTML/inventaire/fiche_game/R/red-dead-redemption.php","games"
"2141",742,"Red Dead Redemption","action-aventure","Take Two Interactive","Rockstar San Diego","2010","xbox 360","western","http://www.histogames.com/HTML/inventaire/fiche_game/R/red-dead-redemption.php","games"
"2142",743,"Red Dead Revolver","action","Take Two Interactive","Rockstar San Diego","2004","ps2","western","http://www.histogames.com/HTML/inventaire/fiche_game/R/Red-dead-revolver.php","games"
"2143",743,"Red Dead Revolver","action","Take Two Interactive","Rockstar San Diego","2004","xbox","western","http://www.histogames.com/HTML/inventaire/fiche_game/R/Red-dead-revolver.php","games"
"2144",744,"Red Orchestra : Ostfront 41-45","action","1C Company","Tripwire Interactive","2006","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redorchestra/Red-orchestra.php","games"
"2145",744,"Red Orchestra : Ostfront 41-45","action","1C Company","Tripwire Interactive","2006","windows","front est","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redorchestra/Red-orchestra.php","games"
"2146",745,"Red Orchestra 2 : Heroes of Stalingrad","action","1C Company","Tripwire Interactive","2011","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redorchestra/Red-orchestra-2-heroes-of-stalingrad.php","games"
"2147",745,"Red Orchestra 2 : Heroes of Stalingrad","action","1C Company","Tripwire Interactive","2011","windows","front est","http://www.histogames.com/HTML/inventaire/fiche_game/serie_redorchestra/Red-orchestra-2-heroes-of-stalingrad.php","games"
"2148",746,"Redjack : La Revanche des Pirates","aventure","THQ","Cyberflix Incorporated","1998","windows","piraterie","http://www.histogames.com/HTML/inventaire/fiche_game/R/Redjack-la-revanche-des-pirates.php","games"
"2149",748,"Revolution Under Siege","stratégie","AGEOD","SEP REDS","2010","windows","epoque contemporaine","http://www.histogames.com/HTML/inventaire/fiche_game/R/Revolution-under-siege.php","games"
"2150",748,"Revolution Under Siege","stratégie","AGEOD","SEP REDS","2010","windows","guerre civile russe","http://www.histogames.com/HTML/inventaire/fiche_game/R/Revolution-under-siege.php","games"
"2151",749,"Rise & Fall : Civilizations at War","stratégie","Midway","Pacific Beach Digital","2006","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-and-fall-civilizations-at-war.php","games"
"2152",749,"Rise & Fall : Civilizations at War","stratégie","Midway","Pacific Beach Digital","2006","windows","conquêtes alexandre le grand","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-and-fall-civilizations-at-war.php","games"
"2153",749,"Rise & Fall : Civilizations at War","stratégie","Midway","Pacific Beach Digital","2006","windows","conquêtes romaines","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-and-fall-civilizations-at-war.php","games"
"2154",750,"The Rise and Rule of Ancient Empires","stratégie","Sierra","Impressions Games","1996","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/T/The-rise-and-rule-of-ancient-empires.php","games"
"2155",751,"Rise of Flight : The First Great Air War","simulation","777 Studios","neoqb","2009","windows","première guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-flight-the-first-great-air-war.php","games"
"2156",752,"Rise of Nations","stratégie","Microsoft Game","Big Huge Games","2003","windows","toutes époques confondues","http://www.histogames.com/HTML/inventaire/fiche_game/serie_riseofnations/Rise-of-nations.php","games"
"2157",753,"Rise of Nations : Thrones & Patriots","stratégie","Microsoft Game","Big Huge Games","2004","windows","toutes époques confondues","http://www.histogames.com/HTML/inventaire/fiche_game/serie_riseofnations/Rise-of-nations-thrones-and-patriots.php","games"
"2158",753,"Rise of Nations : Thrones & Patriots","stratégie","Microsoft Game","Big Huge Games","2004","windows","conquêtes alexandre le grand","http://www.histogames.com/HTML/inventaire/fiche_game/serie_riseofnations/Rise-of-nations-thrones-and-patriots.php","games"
"2159",753,"Rise of Nations : Thrones & Patriots","stratégie","Microsoft Game","Big Huge Games","2004","windows","conquista","http://www.histogames.com/HTML/inventaire/fiche_game/serie_riseofnations/Rise-of-nations-thrones-and-patriots.php","games"
"2160",753,"Rise of Nations : Thrones & Patriots","stratégie","Microsoft Game","Big Huge Games","2004","windows","guerres napoléoniennes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_riseofnations/Rise-of-nations-thrones-and-patriots.php","games"
"2161",753,"Rise of Nations : Thrones & Patriots","stratégie","Microsoft Game","Big Huge Games","2004","windows","guerre froide","http://www.histogames.com/HTML/inventaire/fiche_game/serie_riseofnations/Rise-of-nations-thrones-and-patriots.php","games"
"2162",754,"Rise of Prussia","stratégie","Paradox Interactive","AGEOD","2010","windows","epoque moderne","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-prussia.php","games"
"2163",754,"Rise of Prussia","stratégie","Paradox Interactive","AGEOD","2010","windows","guerre de sept ans","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-prussia.php","games"
"2164",755,"Rise of the Argonauts","action-aventure","Codemasters","Liquid Entertainment","2008","windows","mythologie gréco-romaine","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-the-argonauts.php","games"
"2165",755,"Rise of the Argonauts","action-aventure","Codemasters","Liquid Entertainment","2008","ps3","mythologie gréco-romaine","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-the-argonauts.php","games"
"2166",755,"Rise of the Argonauts","action-aventure","Codemasters","Liquid Entertainment","2008","xbox 360","mythologie gréco-romaine","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-the-argonauts.php","games"
"2167",756,"Rise of the Phoenix","stratégie","Koei","Koei","1994","pc-98","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-the-phoenix.php","games"
"2168",756,"Rise of the Phoenix","stratégie","Koei","Koei","1994","ps1","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-the-phoenix.php","games"
"2169",756,"Rise of the Phoenix","stratégie","Koei","Koei","1994","snes","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rise-of-the-phoenix.php","games"
"2170",757,"Robin Hood : Defender of the Crown","stratégie","Nobilis","Cinemaware","2003","windows","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/serie_defenderofthecrown/Robin-hood-defender-of-the-crown.php","games"
"2171",757,"Robin Hood : Defender of the Crown","stratégie","Nobilis","Cinemaware","2003","ps2","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/serie_defenderofthecrown/Robin-hood-defender-of-the-crown.php","games"
"2172",757,"Robin Hood : Defender of the Crown","stratégie","Nobilis","Cinemaware","2003","xbox","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/serie_defenderofthecrown/Robin-hood-defender-of-the-crown.php","games"
"2173",758,"Robin Hood : La Légende de Sherwood","action-aventure","Wanadoo","Spellbound","2002","windows","moyen-âge","http://www.histogames.com/HTML/inventaire/fiche_game/R/Robin-hood-la-legende-de-sherwood.php","games"
"2174",759,"Romance of the Three Kingdoms","stratégie","Koei","Koei","1986","amiga","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms.php","games"
"2175",759,"Romance of the Three Kingdoms","stratégie","Koei","Koei","1986","dos","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms.php","games"
"2176",759,"Romance of the Three Kingdoms","stratégie","Koei","Koei","1986","msx","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms.php","games"
"2177",759,"Romance of the Three Kingdoms","stratégie","Koei","Koei","1986","nes","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms.php","games"
"2178",759,"Romance of the Three Kingdoms","stratégie","Koei","Koei","1986","snes","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms.php","games"
"2179",760,"Romance of the Three Kingdoms II","stratégie","Koei","Koei","1990","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-ii.php","games"
"2180",760,"Romance of the Three Kingdoms II","stratégie","Koei","Koei","1990","amiga","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-ii.php","games"
"2181",760,"Romance of the Three Kingdoms II","stratégie","Koei","Koei","1990","dos","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-ii.php","games"
"2182",760,"Romance of the Three Kingdoms II","stratégie","Koei","Koei","1990","nes","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-ii.php","games"
"2183",760,"Romance of the Three Kingdoms II","stratégie","Koei","Koei","1990","snes","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-ii.php","games"
"2184",761,"Romance of the Three Kingdoms III : Dragon of Destiny","stratégie","Koei","Koei","1990","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iii.php","games"
"2185",761,"Romance of the Three Kingdoms III : Dragon of Destiny","stratégie","Koei","Koei","1990","ps1","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iii.php","games"
"2186",761,"Romance of the Three Kingdoms III : Dragon of Destiny","stratégie","Koei","Koei","1990","pc-engine","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iii.php","games"
"2187",761,"Romance of the Three Kingdoms III : Dragon of Destiny","stratégie","Koei","Koei","1990","snes","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iii.php","games"
"2188",762,"Romance of the Three Kingdoms IV : Wall of Fire","stratégie","Koei","Koei","1994","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iv.php","games"
"2189",762,"Romance of the Three Kingdoms IV : Wall of Fire","stratégie","Koei","Koei","1994","mac","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iv.php","games"
"2190",762,"Romance of the Three Kingdoms IV : Wall of Fire","stratégie","Koei","Koei","1994","ps1","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iv.php","games"
"2191",762,"Romance of the Three Kingdoms IV : Wall of Fire","stratégie","Koei","Koei","1994","snes","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-iv.php","games"
"2192",763,"Romance of the Three Kingdoms IX","stratégie","Koei","Koei","2003","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-ix.php","games"
"2193",763,"Romance of the Three Kingdoms IX","stratégie","Koei","Koei","2003","ps2","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-ix.php","games"
"2194",764,"Romance of the Three Kingdoms V","stratégie","Koei","Koei","1995","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-v.php","games"
"2195",764,"Romance of the Three Kingdoms V","stratégie","Koei","Koei","1995","psp","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-v.php","games"
"2196",764,"Romance of the Three Kingdoms V","stratégie","Koei","Koei","1995","ps1","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-v.php","games"
"2197",764,"Romance of the Three Kingdoms V","stratégie","Koei","Koei","1995","saturn","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-v.php","games"
"2198",764,"Romance of the Three Kingdoms V","stratégie","Koei","Koei","1995","pc-98","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-v.php","games"
"2199",765,"Romance of the Three Kingdoms VI : Awakening of the Dragon","stratégie","Koei","Koei","1998","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vi.php","games"
"2200",765,"Romance of the Three Kingdoms VI : Awakening of the Dragon","stratégie","Koei","Koei","1998","psp","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vi.php","games"
"2201",765,"Romance of the Three Kingdoms VI : Awakening of the Dragon","stratégie","Koei","Koei","1998","ps1","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vi.php","games"
"2202",765,"Romance of the Three Kingdoms VI : Awakening of the Dragon","stratégie","Koei","Koei","1998","dreamcast","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vi.php","games"
"2203",766,"Romance of the Three Kingdoms VII","stratégie","Koei","Koei","2000","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vii.php","games"
"2204",766,"Romance of the Three Kingdoms VII","stratégie","Koei","Koei","2000","mac","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vii.php","games"
"2205",766,"Romance of the Three Kingdoms VII","stratégie","Koei","Koei","2000","psp","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vii.php","games"
"2206",766,"Romance of the Three Kingdoms VII","stratégie","Koei","Koei","2000","ps2","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vii.php","games"
"2207",766,"Romance of the Three Kingdoms VII","stratégie","Koei","Koei","2000","ps1","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-vii.php","games"
"2208",767,"Romance of the Three Kingdoms X","stratégie","Koei","Koei","2004","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-x.php","games"
"2209",767,"Romance of the Three Kingdoms X","stratégie","Koei","Koei","2004","ps2","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-x.php","games"
"2210",768,"Romance of the Three Kingdoms XI","stratégie","Koei","Koei","2006","windows","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-xi.php","games"
"2211",768,"Romance of the Three Kingdoms XI","stratégie","Koei","Koei","2006","nintendo wii","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-xi.php","games"
"2212",768,"Romance of the Three Kingdoms XI","stratégie","Koei","Koei","2006","ps2","trois royaumes","http://www.histogames.com/HTML/inventaire/fiche_game/serie_romanceofthethreekingdoms/Romance-of-the-three-kingdoms-xi.php","games"
"2213",769,"Rome : Le Testament De Cesar","aventure","Montparnasse Multimedia","Montparnasse Multimedia","2000","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rome-le-testament-de-cesar.php","games"
"2214",770,"Rome : Total War","stratégie","Activision","The Creative Assembly","2004","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TW.php","games"
"2215",770,"Rome : Total War","stratégie","Activision","The Creative Assembly","2004","windows","conquêtes romaines","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TW.php","games"
"2216",770,"Rome : Total War","stratégie","Activision","The Creative Assembly","2004","windows","guerres puniques","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TW.php","games"
"2217",773,"Rome : Total War : Alexander (Addon)","stratégie","SEGA","The Creative Assembly","2006","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-A-TW.php","addon"
"2218",773,"Rome : Total War : Alexander (Addon)","stratégie","SEGA","The Creative Assembly","2006","windows","conquêtes alexandre le grand","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-A-TW.php","addon"
"2219",774,"Rome : Total War : Barbarian Invasion (Addon)","stratégie","SEGA","The Creative Assembly","2005","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-BI-TW.php","addon"
"2220",774,"Rome : Total War : Barbarian Invasion (Addon)","stratégie","SEGA","The Creative Assembly","2005","windows","invasions barbares","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-BI-TW.php","addon"
"2221",775,"Rome : Total War Anthology","stratégie","SEGA","The Creative Assembly","2007","windows","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TWA.php","games"
"2222",775,"Rome : Total War Anthology","stratégie","SEGA","The Creative Assembly","2007","windows","conquêtes alexandre le grand","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TWA.php","games"
"2223",775,"Rome : Total War Anthology","stratégie","SEGA","The Creative Assembly","2007","windows","conquêtes romaines","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TWA.php","games"
"2224",775,"Rome : Total War Anthology","stratégie","SEGA","The Creative Assembly","2007","windows","guerres puniques","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TWA.php","games"
"2225",775,"Rome : Total War Anthology","stratégie","SEGA","The Creative Assembly","2007","windows","invasions barbares","http://www.histogames.com/HTML/inventaire/fiche_game/serie_totalwar/Rome-TWA.php","games"
"2226",776,"Rome Ad 92 - The Pathay to Power","aventure","Millennium Interactive","Firstlight","1992","amiga","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rome-ad-92-the-pathay-to-power.php","games"
"2227",776,"Rome Ad 92 - The Pathay to Power","aventure","Millennium Interactive","Firstlight","1992","dos","antiquité","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rome-ad-92-the-pathay-to-power.php","games"
"2228",777,"Rorke's Drift","stratégie","Impressions","Impressions","1990","amiga","guerre anglo-zouloue","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rorke-s-drift.php","games"
"2229",777,"Rorke's Drift","stratégie","Impressions","Impressions","1990","atari","guerre anglo-zouloue","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rorke-s-drift.php","games"
"2230",777,"Rorke's Drift","stratégie","Impressions","Impressions","1990","dos","guerre anglo-zouloue","http://www.histogames.com/HTML/inventaire/fiche_game/R/Rorke-s-drift.php","games"
"2231",778,"Rune","action-aventure","Gathering of Developpers","Human Head Software","2000","windows","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rune/Rune.php","games"
"2232",778,"Rune","action-aventure","Gathering of Developpers","Human Head Software","2000","mac","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rune/Rune.php","games"
"2233",778,"Rune","action-aventure","Gathering of Developpers","Human Head Software","2000","linux","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rune/Rune.php","games"
"2234",778,"Rune","action-aventure","Gathering of Developpers","Human Head Software","2000","ps2","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rune/Rune.php","games"
"2235",779,"Rune : Halls Of Valhalla (addon)","action-aventure","Gathering of Developpers","Human Head Software","2001","windows","mythologie germano-nordique","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rune/Rune-halls-of-valhalla.php","addon"
"2236",780,"Rush for Berlin","stratégie","Deep Silver","StormRegion","2006","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rushforberlin/Rush-for-berlin.php","games"
"2237",780,"Rush for Berlin","stratégie","Deep Silver","StormRegion","2006","windows","front ouest","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rushforberlin/Rush-for-berlin.php","games"
"2238",780,"Rush for Berlin","stratégie","Deep Silver","StormRegion","2006","windows","front est","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rushforberlin/Rush-for-berlin.php","games"
"2239",781,"Rush for Berlin : Rush for the Bomb (addon)","stratégie","Deep Silver","StormRegion","2007","windows","deuxième guerre mondiale","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rushforberlin/Rush-for-berlin-rush-for-the-bomb.php","addon"
"2240",781,"Rush for Berlin : Rush for the Bomb (addon)","stratégie","Deep Silver","StormRegion","2007","windows","front ouest","http://www.histogames.com/HTML/inventaire/fiche_game/serie_rushforberlin/Rush-for-berlin-rush-for-the-bomb.php","addon"
"2241",783,"Sabre Ace : Conflict Over Korea","simulation","Virgin Interactive","Eagle Interactive","1997","windows","guerre froide","http://www.histogames.com/HTML/inventaire/fiche_game/S/Sabre-ace-conflict-over-korea.php","games"
"2242",783,"Sabre Ace : Conflict Over Korea","simulation","Virgin Interactive","Eagle Interactive","1997","windows","guerre de corée","http://www.histogames.com/HTML/inventaire/fiche_game/S/Sabre-ace-conflict-over-korea.php","games"
"2243",784,"Samurai Warriors","action","Koei","Omega Force","2004","ps2","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors.php","games"
"2244",784,"Samurai Warriors","action","Koei","Omega Force","2004","xbox","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors.php","games"
"2245",785,"Samurai Warriors : Katana","action","Koei","Omega Force","2007","nintendo wii","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-katana.php","games"
"2246",786,"Samurai Warriors : State of War","action","Koei","Omega Force","2005","psp","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-state-of-war.php","games"
"2247",787,"Samurai Warriors : Xtreme Legends","action","Koei","Omega Force","2004","ps2","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-xtreme-legends.php","games"
"2248",788,"Samurai Warriors 2","action","Koei","Omega Force","2006","windows","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-2.php","games"
"2249",788,"Samurai Warriors 2","action","Koei","Omega Force","2006","ps2","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-2.php","games"
"2250",788,"Samurai Warriors 2","action","Koei","Omega Force","2006","xbox 360","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-2.php","games"
"2251",789,"Samurai Warriors 2 : Empires","action","Koei","Omega Force","2006","ps2","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-2-empires.php","games"
"2252",789,"Samurai Warriors 2 : Empires","action","Koei","Omega Force","2006","xbox 360","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-2-empires.php","games"
"2253",790,"Samurai Warriors 2 : Xtreme Legends","action","Koei","Omega Force","2007","ps2","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-2-xtreme-legends.php","games"
"2254",790,"Samurai Warriors 2 : Xtreme Legends","action","Koei","Omega Force","2007","xbox 360","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-2-xtreme-legends.php","games"
"2255",791,"Samurai Warriors 3","action","Koei","Omega Force","2010","nintendo wii","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-3.php","games"
"2256",792,"Samurai Warriors 3 Empires","action","Koei","Omega Force","2011","ps3","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-3-empires.php","games"
"2257",793,"Samurai Warriors 3 Xtreme Legends","action","Koei","Omega Force","2010","nintendo wii","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-3-xtreme-legends.php","games"
"2258",794,"Samurai Warriors 3 Z","action","Koei","Omega Force","2010","ps3","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-3-xtreme-legends.php","games"
"2259",795,"Samurai Warriors Chronicles","action","Koei","Omega Force","2011","nintendo 3ds","sengoku jidai","http://www.histogames.com/HTML/inventaire/fiche_game/serie_samuraiwarriors/Samurai-warriors-chronicles.php","games"
"2260",796,"Sapiens","action","Loriciel","Myriad","1987","amstrad","préhistoire","http://www.histogames.com/HTML/inventaire/fiche_game/S/Sapiens.php","games"
